id,lon,lat,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation
YRK92,30.97157,-25.45458,21.28220833,13.09945833,57.84191431,334.8633512,30.4625,7.8155,22.647,24.28370833,16.72920833,24.83345833,16.72920833,658.5831078,108.0517725,6.147343962,77.42113042,314.2599167,22.56739949,298.7331502,22.56739949,841
YRK93,30.659719,-25.982256,19.73157292,13.65510417,58.05001134,357.5226534,29.35975,5.83675,23.523,22.86095833,14.871375,23.39291667,14.871375,783.5653977,145.3392079,8.107534886,81.00669736,408.1699332,27.07114656,383.0951458,27.07114656,850
YRK94,30.297778,-26.888058,16.15805208,14.2946875,60.06802185,355.2447178,25.8565,2.059,23.7975,19.42016667,11.45479167,19.813375,11.27720833,826.9034572,158.4244754,7.814903591,78.02754037,419.032509,32.65011517,404.1380884,34.83903513,864
YRK95,30.776944,-27.009186,17.00909375,13.3284375,59.65909091,339.5608024,26.29425,3.95325,22.341,20.09379167,12.53933333,20.62366667,12.40633333,834.6773471,171.45874,6.4791706,81.49983488,445.4532887,33.30667851,406.6344306,37.17664898,799
YRK96,30.623333,-27.039172,16.71072917,13.815625,60.07642384,348.579298,26.12225,3.1255,22.99675,19.87154167,12.08641667,20.29725,11.93183333,830.8204075,170.7736422,8.009048426,79.66981531,427.5639901,33.71139927,411.2539107,35.06071492,831
YRK97,30.738611,-26.667783,16.92697917,13.18508333,60.50354293,322.5747807,26.007,4.21475,21.79225,19.81366667,12.69966667,20.28058333,12.5035,926.7607441,178.6319184,10.78666302,76.64704739,458.2457328,41.47977753,452.1523177,42.58257813,791
YRK98,30.848056,-25.725558,19.16746875,12.9966875,61.04668913,299.1171265,28.094,6.80425,21.28975,22.37054167,15.11379167,22.37054167,15.11379167,970.9456558,185.6785743,12.24307188,79.43158484,481.8614344,40.63503748,481.8614344,40.63503748,805
YRK99,30.627222,-26.901672,16.37902083,13.48733333,60.23551129,341.7784378,25.591,3.2,22.391,19.498625,11.86666667,19.89508333,11.68716667,880.9611538,181.2981735,9.312557556,77.3805127,438.9093014,37.71048158,431.8153156,40.09242901,785
YRK100,30.324167,-26.675561,15.96498958,14.07227083,59.74662025,355.7068221,25.51625,1.963,23.55325,19.18958333,11.205,19.57045833,11.06283333,826.2178352,161.7527878,6.769929032,79.13476346,417.0308966,30.61337215,409.7392818,32.21349684,785
YRK101,30.514167,-26.243078,14.63351042,12.82122917,60.47250424,321.199757,23.5965,2.39475,21.20175,17.834625,10.339,17.834625,10.13579167,987.1948039,210.650211,8.876475529,79.98447988,500.8706024,38.04106608,500.8706024,38.69054776,795
YRK102,30.327778,-26.126706,14.83383333,13.33591667,60.30872084,333.9943141,24.097,1.98425,22.11275,18.19966667,10.37945833,18.19966667,10.19220833,949.0130763,193.930635,8.833181493,78.87584422,467.8208426,36.48994716,467.8208426,37.42484659,815
YRK103,30.995556,-25.698333,20.56009375,12.7660625,55.91853831,365.0229202,30.11525,7.2855,22.82975,23.8235,15.651875,24.40179167,15.651875,801.1910556,151.5886326,9.300591132,81.09452513,400.16572,29.60392355,395.211125,29.60392355,847
YRK104,30.956944,-27.327222,18.09711458,13.2920625,59.44704712,329.1192476,27.55775,5.19825,22.3595,21.03854167,13.79366667,21.65116667,13.63108333,834.9680925,141.9349067,9.135792944,74.08049611,403.5098831,37.71265634,391.3059904,39.71250536,847
YRK105,30.428056,-27.125,16.60038542,14.1700625,62.22239909,325.3612621,25.993,3.21975,22.77325,19.530375,12.32675,19.969875,12.131,747.0497487,141.4905277,8.058526324,77.53767767,383.45121,32.82810852,361.6706193,33.30909349,815
YRK106,30.098611,-25.422778,13.42872917,13.5315,65.06858373,261.5906975,22.073,1.27725,20.79575,15.77054167,9.607,15.77054167,9.607,895.7945676,180.1322626,7.395839359,82.01405665,460.6211597,27.75754185,460.6211597,27.75754185,824
YRK107,30.853056,-24.958611,17.09315625,12.85872917,64.20937103,269.4149097,25.53775,5.5115,20.02625,20.10591667,13.35691667,20.10591667,13.35691667,1082.255765,195.5212631,11.2358437,77.27587972,541.5214636,43.18314471,541.5214636,43.18314471,853
